userId,imdbId,rating
3,0186151,4.0
3,0180093,5.0
3,0145487,3.0
3,0310793,3.5
3,0266543,3.0
3,0167260,2.5
3,0338013,3.0
3,0361596,3.5
3,0316654,3.0
3,0250440,3.5
3,0434409,3.5
3,0418689,4.5
3,0498380,4.5
3,0468569,3.0
3,1487275,4.0
4,0113189,4.0
4,0112431,5.0
4,0113326,5.0
4,0115685,5.0
4,0112462,4.0
4,0113492,3.0
4,0113957,3.0
4,0076759,5.0
4,0110737,4.0
4,0110912,5.0
4,0111280,3.0
4,0109444,5.0
4,0109830,5.0
4,0109831,5.0
4,0110357,5.0
4,0110475,4.0
4,0111503,3.0
4,0106220,3.0
4,0106519,3.0
4,0106582,4.0
4,0106598,1.0
4,0106673,4.0
4,0106697,4.0
4,0107076,4.0
4,0107290,5.0
4,0083658,5.0
4,0103639,5.0
4,0103064,5.0
4,0099348,3.0
4,0029583,5.0
4,0032910,5.0
4,0082509,4.0
4,0065421,5.0
4,0068646,5.0
4,0052357,5.0
4,0053291,4.0
4,0033870,5.0
4,0032138,5.0
4,0071607,4.0
4,0053271,4.0
4,0042332,5.0
4,0058331,5.0
4,0076538,5.0
4,0066817,5.0
4,0043274,5.0
4,0082406,5.0
4,0095016,5.0
4,0067992,5.0
4,0095159,5.0
4,0105236,5.0
4,0083866,5.0
4,0072081,5.0
4,0096754,5.0
4,0071853,5.0
4,0078446,5.0
4,0080684,5.0
4,0093779,5.0
4,0082971,5.0
4,0090605,5.0
4,0066921,5.0
4,0078788,5.0
4,0086190,5.0
4,0099685,5.0
4,0078748,5.0
4,0054215,5.0
4,0080455,5.0
4,0093058,5.0
4,0086879,5.0
4,0075686,5.0
4,0088247,5.0
4,0100519,5.0
4,0088794,5.0
4,0081505,5.0
4,0092005,4.0
4,0107048,5.0
4,0088763,5.0
4,0072431,5.0
4,0032455,5.0
4,0097493,4.0
4,0088258,5.0
4,0097576,5.0
4,0084503,4.0
4,0098635,4.0
4,0092632,4.0
4,0051418,5.0
4,0055824,5.0
4,0117731,4.0
4,0079945,4.0
4,0102975,3.0
4,0084726,4.0
4,0092007,3.0
4,0103776,3.0
4,0077631,5.0
4,0073195,5.0
4,0077766,4.0
4,0105435,5.0
4,0119567,3.0
4,0119654,5.0
4,0083131,4.0
4,0090329,5.0
4,0120890,1.0
4,0117786,5.0
4,0120591,4.0
4,0122151,2.0
4,0067116,5.0
4,0075148,5.0
4,0095953,5.0
4,0091369,3.0
4,0088847,5.0
4,0084516,5.0
4,0093409,5.0
4,0104714,3.0
4,0087363,2.0
4,0089218,5.0
4,0076054,4.0
4,0034492,5.0
4,0094947,4.0
4,0087182,4.0
4,0088814,4.0
4,0078869,4.0
4,0091059,5.0
4,0097523,3.0
4,0098213,5.0
4,0061852,5.0
4,0048280,5.0
4,0097757,4.0
4,0055254,5.0
4,0089731,5.0
4,0046183,5.0
4,0078158,5.0
4,0102803,4.0
4,0053285,5.0
4,0088161,5.0
4,0019422,5.0
4,0084827,4.0
4,0079367,5.0
4,0083798,3.0
4,0086066,5.0
4,0087469,5.0
4,0101272,4.0
4,0083791,5.0
4,0090633,4.0
4,0089469,4.0
4,0088128,5.0
4,0088323,5.0
4,0094721,5.0
4,0096446,3.0
4,0094226,5.0
4,0098258,4.0
4,0096073,3.0
4,0104257,5.0
4,0105151,5.0
4,0091954,4.0
4,0089155,4.0
4,0083944,4.0
4,0088011,5.0
4,0079817,4.0
4,0051622,5.0
4,0091605,5.0
4,0094964,4.0
4,0099422,1.0
4,0120915,5.0
4,0078346,5.0
4,0084156,3.0
4,0145660,4.0
4,0099052,4.0
4,0087332,5.0
4,0132347,5.0
4,0091557,4.0
4,0131325,1.0
4,0066765,5.0
4,0080339,5.0
4,0085995,4.0
4,0094737,5.0
4,0085334,5.0
4,0104839,3.0
4,0089175,3.0
4,0082348,5.0
4,0073812,5.0
4,0086154,2.0
4,0091799,1.0
4,0100802,4.0
4,0091042,5.0
4,0081633,5.0
4,0100502,3.0
4,0096438,5.0
4,0070328,5.0
4,0083767,3.0
4,0070608,5.0
4,0086465,4.0
4,0079540,5.0
4,0101605,5.0
4,0094027,4.0
4,0093010,4.0
4,0095631,4.0
4,0101889,5.0
4,0087231,4.0
4,0107659,2.0
4,0083929,4.0
4,0088683,5.0
4,0104694,4.0
4,0105812,3.0
4,0104684,5.0
4,0092106,2.0
5,0113228,4.0
5,0112697,4.0
5,0116483,4.0
5,0115685,4.0
5,0112384,4.0
5,0109686,3.5
5,0110527,4.5
5,0109040,3.5
5,0109830,4.0
5,0110357,4.0
5,0110475,4.0
5,0111257,4.0
5,0106673,4.0
5,0107614,4.5
5,0099785,4.0
5,0103639,3.5
5,0101414,4.0
5,0100405,5.0
5,0117218,3.5
5,0068646,2.5
5,0052357,3.5
5,0032138,4.0
5,0042332,4.0
5,0059742,5.0
5,0073486,3.0
5,0071562,2.5
5,0061722,4.0
5,0098635,4.0
5,0077631,5.0
5,0116695,3.5
5,0119528,4.5
5,0119567,3.5
5,0120382,4.0
5,0120338,4.0
5,0120888,4.0
5,0119822,4.5
5,0129387,4.5
5,0095953,4.0
5,0088847,4.0
5,0070047,3.5
5,0099674,1.5
5,0097757,5.0
5,0120812,4.0
5,0120587,4.0
5,0120623,3.5
5,0128853,4.0
5,0151804,3.5
5,0145660,4.0
5,0142342,4.5
5,0163651,4.0
5,0167404,3.5
5,0131325,3.5
5,0091042,3.5
5,0120601,3.5
5,0120363,3.5
5,0134119,3.5
5,0195685,4.0
5,0187393,3.5
5,0181875,4.5
5,0212338,3.5
5,0241303,4.0
5,0207201,4.0
5,0162222,3.5
5,0212346,4.5
5,0126029,3.5
5,0203009,3.5
5,0250494,4.5
5,0252866,3.5
5,0240772,3.0
5,0268978,4.5
5,0258000,3.5
5,0259446,4.5
5,0145487,4.5
5,0257044,4.0
5,0310793,3.5
5,0298130,4.5
5,0295297,3.0
5,0253474,4.0
5,0286499,3.5
5,0315327,4.0
5,0266543,4.0
5,0289043,4.0
5,0335266,2.5
5,0314331,4.0
5,0374900,4.0
5,0390521,4.0
5,0361596,3.5
5,0316654,4.5
5,0343818,4.0
5,0405159,4.5
5,0395169,4.5
5,0367594,3.5
5,0375679,5.0
5,0356910,4.0
5,0396269,4.5
5,0405422,4.0
5,0358273,4.5
5,0363771,4.0
5,0360717,4.0
5,0443453,4.5
6,0075314,4.0
6,0112642,2.0
6,0113492,2.0
6,0110413,5.0
6,0032910,4.0
6,0052357,4.0
6,0056172,5.0
6,0050212,4.5
6,0092005,4.5
6,0061512,4.5
6,0097493,4.5
6,0117666,2.0
6,0118842,2.0
6,0119395,2.0
6,0120885,2.0
6,0120647,0.5
6,0120902,3.0
6,0097733,3.0
6,0047478,4.0
6,0096734,4.0
6,0094721,4.0
6,0151804,3.5
6,0074812,3.0
6,0063442,4.0
6,0133093,1.0
6,0073629,2.0
6,0130827,4.0
6,0132347,3.0
6,0129167,4.5
6,0120188,3.0
6,0120655,1.0
6,0120363,4.0
6,0134847,3.5
6,0120630,1.5
6,0162346,1.5
6,0259711,1.5
6,0167261,5.0
6,0299977,3.0
6,0167260,5.0
6,0338013,4.0
6,0304141,3.5
6,0316654,4.0
6,0333766,3.0
6,0365748,4.5
7,0114709,3.0
7,0113189,3.0
7,0113161,3.0
7,0112792,3.0
7,0112431,4.0
7,0112749,4.0
7,0116483,3.0
7,0112573,5.0
7,0113326,4.0
7,0115685,4.0
7,0114287,4.0
7,0114558,2.0
7,0114887,3.0
7,0076759,5.0
7,0110428,3.0
7,0111282,2.0
7,0111161,5.0
7,0111280,3.0
7,0114694,3.0
7,0109045,3.0
7,0109813,3.0
7,0109830,3.0
7,0109831,3.0
7,0110357,3.0
7,0110475,3.0
7,0111257,3.0
7,0111503,4.0
7,0107290,4.0
7,0107614,3.0
7,0108101,4.0
7,0108160,3.0
7,0083658,4.0
7,0107688,4.0
7,0103639,4.0
7,0103064,3.0
7,0099348,4.0
7,0096895,3.0
7,0029583,4.0
7,0101414,3.0
7,0082509,3.0
7,0117128,4.0
7,0117979,3.0
7,0118114,5.0
7,0115963,2.0
7,0117998,1.0
7,0115624,1.0
7,0112691,5.0
7,0116629,3.0
7,0116213,2.0
7,0062622,4.0
7,0095016,3.0
7,0067992,3.0
7,0095159,4.0
7,0079470,4.0
7,0083866,3.0
7,0072081,3.0
7,0082340,3.0
7,0071853,4.0
7,0108598,5.0
7,0080684,5.0
7,0093779,3.0
7,0082971,5.0
7,0086190,5.0
7,0080455,4.0
7,0104361,5.0
7,0086879,5.0
7,0086197,4.0
7,0088247,4.0
7,0097441,5.0
7,0088763,3.0
7,0091203,4.0
7,0072431,3.0
7,0052618,4.0
7,0088258,4.0
7,0097576,3.0
7,0084503,3.0
7,0097351,4.0
7,0098635,3.0
7,0117057,3.0
7,0079945,3.0
7,0102975,3.0
7,0098382,2.0
7,0084726,4.0
7,0088170,3.0
7,0092007,3.0
7,0093822,3.0
7,0115641,5.0
7,0104691,1.0
8,0114746,5.0
8,0114681,2.5
8,0114369,5.0
8,0114814,5.0
8,0112573,4.0
8,0076759,3.5
8,0110638,2.0
8,0110912,4.0
8,0111161,5.0
8,0109830,4.0
8,0106977,4.5
8,0107977,3.5
8,0108002,2.0
8,0108052,5.0
8,0108174,5.0
8,0103064,4.0
8,0102926,4.5
8,0117381,4.0
8,0117913,3.5
8,0068646,5.0
8,0080684,3.5
8,0093779,4.0
8,0082971,4.0
8,0086190,4.0
8,0054215,4.0
8,0086879,4.0
8,0081505,4.0
8,0092005,4.0
8,0107048,3.0
8,0088763,4.0
8,0097576,4.0
8,0097351,3.5
8,0117666,0.5
8,0073195,4.0
8,0116695,3.0
8,0119229,4.0
8,0118880,3.0
8,0119488,3.5
8,0119174,5.0
8,0090329,4.0
8,0119217,4.0
8,0119099,3.0
8,0120888,5.0
8,0120647,3.5
8,0095953,5.0
8,0120815,4.0
8,0088161,3.0
8,0084649,3.0
8,0094226,4.5
8,0104952,4.5
8,0118799,4.0
8,0120586,5.0
8,0120660,3.5
8,0097958,3.5
8,0151804,5.0
8,0133093,5.0
8,0087332,3.5
8,0167404,4.5
8,0131325,2.5
8,0080339,4.5
8,0094737,3.5
8,0085334,3.5
8,0164181,3.0
8,0169547,4.5
8,0091042,5.0
8,0137523,4.0
8,0120689,4.5
8,0172495,5.0
8,0210945,3.5
8,0212338,4.0
8,0190332,4.0
8,0208092,4.5
8,0181536,3.5
8,0181865,4.5
8,0209144,5.0
8,0086250,4.0
8,0227445,2.5
8,0198781,3.5
8,0241527,3.5
8,0240772,4.5
8,0211915,4.0
8,0120737,3.5
8,0268978,3.5
8,0245844,5.0
8,0121765,3.5
8,0181689,4.5
8,0257044,4.0
8,0289765,4.0
8,0086373,4.0
8,0310793,3.0
8,0167261,4.0
8,0264464,3.5
8,0266543,4.0
8,0317740,3.0
8,0327056,4.0
8,0266697,5.0
8,0313542,3.0
8,0325710,3.5
8,0167260,4.0
8,0338013,4.0
8,0378194,4.0
8,0332280,2.5
8,0333766,4.5
8,0318462,4.0
8,0365748,3.0
8,0401792,3.5
8,0375679,4.5
8,0121766,4.5
8,0372784,4.5
8,0396269,3.5
8,0365737,3.5
8,0358273,3.5
8,0398375,2.0
8,0417433,3.5
8,0408345,3.0
8,0427229,3.0
9,0114709,4.0
9,0114388,4.0
9,0114057,3.0
9,0112818,5.0
9,0114369,3.0
9,0111161,4.0
9,0107616,4.0
9,0107943,4.0
9,0108052,5.0
9,0108101,5.0
9,0102926,4.0
9,0116282,5.0
9,0117500,2.0
9,0117509,5.0
9,0101811,3.0
9,0117631,4.0
9,0117666,4.0
9,0116477,3.0
9,0118556,2.0
9,0118884,4.0
9,0120148,4.0
9,0120382,5.0
9,0119217,4.0
9,0120338,3.0
9,0119822,5.0
9,0120815,4.0
9,0120631,4.0
9,0083791,4.0
9,0100212,4.0
9,0104257,3.0
9,0120812,3.0
9,0122690,4.0
9,0099487,4.0
9,0120587,2.0
9,0104952,4.0
9,0120324,4.0
9,0138097,4.0
9,0120863,2.0
9,0120784,3.0
9,0132477,4.0
9,0122933,2.0
9,0133093,5.0
9,0120915,3.0
9,0167404,4.0
9,0063823,4.0
10,0114814,5.0
10,0112288,4.0
10,0111161,4.0
10,0109040,3.0
10,0109045,4.0
10,0096895,3.0
10,0109592,4.0
10,0095016,3.0
10,0105236,3.0
10,0092099,2.0
10,0096754,4.0
10,0080684,4.0
10,0093779,4.0
10,0082971,4.0
10,0090605,4.0
10,0086190,4.0
10,0080455,3.0
10,0088247,4.0
10,0097576,4.0
10,0117666,5.0
10,0116506,4.0
10,0118548,3.0
10,0118615,3.0
10,0102494,5.0
10,0118583,3.0
10,0119217,4.0
10,0120255,5.0
10,0119053,2.0
10,0129387,5.0
10,0102250,3.0
10,0089941,5.0
10,0088011,4.0
10,0084602,2.0
10,0122933,4.0
10,0133093,5.0
10,0120657,5.0
10,0138304,3.0
10,0145531,3.0
10,0164181,4.0
10,0150377,3.0
10,0120188,4.0
10,0167427,2.0
10,0095270,5.0
10,0185371,2.0
10,0145681,3.0
10,0097240,4.0
11,0114814,5.0
11,0116367,1.0
11,0110647,4.0
11,0113114,3.0
11,0110912,5.0
11,0117951,4.5
11,0116778,3.5
11,0033467,5.0
11,0102798,4.5
11,0060196,5.0
11,0104691,5.0
11,0122151,3.0
11,0109520,3.5
11,0133189,4.5
11,0167404,3.0
11,0097216,3.0
11,0310793,3.0
11,0308508,5.0
11,0094791,5.0
11,0407887,5.0
11,0758766,4.0
11,0200465,4.5
11,1130080,3.5
11,1587707,4.5
11,1375666,4.0
11,0840361,4.5
11,1645089,3.0
11,1559549,4.0
11,1542344,3.5
11,0780504,4.0
11,1392170,4.5
11,1345836,4.5
11,1687247,4.0
11,1074638,4.0
11,1397280,4.0
11,0454876,4.0
11,1454468,5.0
11,1951264,5.0
12,0110148,3.0
12,0108065,1.0
12,0108149,3.0
12,0116282,2.0
12,0117705,1.0
12,0117998,4.0
12,0115624,3.0
12,0058331,1.0
12,0043274,2.0
12,0070707,3.0
12,0093779,1.0
12,0106308,5.0
12,0080455,5.0
12,0075686,2.0
12,0067185,5.0
12,0096332,1.0
12,0084726,1.0
12,0073195,4.0
12,0118842,2.0
12,0118715,3.0
12,0086973,2.0
12,0120623,2.0
12,0092076,4.0
12,0063442,1.0
12,0084745,2.0
12,0137523,4.0
12,0205000,2.0
12,0124315,1.0
12,0134119,3.0
12,0145653,2.0
12,0181984,4.0
12,0186045,1.0
12,0195685,4.0
12,0117468,4.0
12,0087175,3.0
12,0099800,2.0
12,0042897,2.0
12,0087277,1.0
12,0120903,5.0
12,0200530,3.0
12,0161081,4.0
12,0210234,1.0
12,0052561,3.0
12,0103241,3.0
12,0200550,5.0
12,0186566,2.0
12,0156757,2.0
12,0195234,4.0
12,0099005,2.0
12,0098384,1.0
12,0191397,3.0
12,0209958,5.0
12,0188640,3.0
12,0236388,5.0
12,0102510,2.0
12,0046303,2.0
12,0059017,3.0
12,0160009,5.0
12,0234137,3.0
12,0161216,2.0
12,0074851,4.0
13,0114709,5.0
13,0114369,2.5
13,0112573,4.0
13,0110527,4.0
13,0110912,3.5
13,0111161,4.5
13,0109830,5.0
13,0110213,4.5
13,0107290,3.0
13,0108002,3.5
13,0108052,4.0
13,0108071,4.0
13,0099653,3.0
13,0099348,4.0
13,0058385,4.0
13,0032138,3.5
13,0102798,3.0
13,0092005,4.0
13,0107048,2.5
13,0122151,3.0
13,0095953,4.0
13,0120623,4.0
13,0133093,3.0
13,0147800,3.5
13,0129167,4.0
13,0167404,3.0
13,0085334,3.0
13,0171804,3.0
13,0091042,3.0
13,0120363,3.0
13,0120689,4.0
13,0104694,3.5
13,0079588,3.5
13,0184894,3.0
13,0126029,4.0
13,0213149,4.5
13,0101587,2.5
13,0252866,3.5
13,0246578,4.5
13,0198781,3.5
13,0120737,4.5
13,0264464,4.0
13,0266543,4.5
13,0338013,4.0
13,0185906,4.5
13,0440963,3.5
13,0468569,4.5
13,1205489,4.5
13,1022603,4.0
13,0435761,4.0
13,0926084,4.5
13,1201607,4.5
13,0401729,3.0
14,0029583,1.0
14,0080684,4.0
14,0120338,3.0
14,0077305,3.0
14,0120623,2.0
14,0120794,3.0
14,0120915,3.0
14,0145660,2.0
14,0087332,3.0
14,0141369,2.0
14,0163187,3.0
14,0126916,2.0
14,0120363,4.0
14,0164912,2.0
14,0177789,5.0
14,0183523,3.0
14,0120755,3.0
14,0120630,4.0
14,0216216,3.0
14,0170016,4.0
15,0114709,2.0
15,0113497,2.0
15,0113041,4.5
15,0113277,4.0
15,0113189,3.0
15,0112346,2.5
15,0113987,2.5
15,0112641,3.5
15,0114388,3.0
15,0112281,1.0
15,0113161,4.5
15,0112722,2.5
15,0113627,3.0
15,0114746,4.0
15,0112431,3.0
15,0112818,1.0
15,0112697,2.5
15,0113855,3.0
15,0114369,5.0
15,0114814,5.0
15,0113819,2.5
15,0113862,2.0
15,0116367,0.5
15,0112379,5.0
15,0115639,3.0
15,0115759,1.5
15,0115734,4.0
15,0116483,1.0
15,0117110,2.0
15,0112573,3.0
15,0075314,5.0
15,0113326,2.5
15,0109424,4.0
15,0116324,3.5
15,0112442,3.5
15,0109093,5.0
15,0112384,3.0
15,0112462,1.0
15,0109370,2.0
15,0112715,0.5
15,0112740,3.0
15,0109508,4.0
15,0112851,2.0
15,0112857,4.0
15,0112864,3.0
15,0113243,2.5
15,0113481,1.0
15,0113540,4.0
15,0113677,4.0
15,0113749,3.0
15,0113957,2.0
15,0114436,1.0
15,0114508,2.0
15,0114558,1.5
15,0114898,1.5
15,0110882,2.0
15,0112471,4.5
15,0112508,1.0
15,0109445,4.0
15,0109635,1.0
15,0109642,1.0
15,0109686,3.5
15,0111797,4.0
15,0109759,4.0
15,0109707,4.0
15,0113097,3.5
15,0110057,5.0
15,0110005,2.0
15,0110099,2.0
15,0110148,2.0
15,0076759,5.0
15,0103994,1.0
15,0110632,2.0
15,0114069,1.0
15,0110413,5.0
15,0110912,5.0
15,0110932,4.0
15,0111495,5.0
15,0108394,4.0
15,0111507,4.0
15,0111282,3.0
15,0111070,1.0
15,0111161,2.0
15,0114594,2.5
15,0111280,1.5
15,0114788,2.0
15,0114924,2.5
15,0110598,3.0
15,0109040,2.0
15,0109444,3.0
15,0109506,3.0
15,0109813,0.5
15,0109830,1.0
15,0109831,3.5
15,0110357,4.0
15,0110475,2.0
15,0110622,3.5
15,0110771,2.0
15,0110950,3.0
15,0105226,3.5
15,0111257,4.0
15,0111503,4.0
15,0111742,3.5
15,0109361,1.0
15,0106519,4.0
15,0106582,3.0
15,0106598,1.0
15,0106673,2.5
15,0106677,4.0
15,0106697,1.0
15,0106918,3.0
15,0106977,5.0
15,0107144,2.5
15,0110074,3.0
15,0107206,3.0
15,0107290,3.0
15,0107302,3.0
15,0107322,1.0
15,0107362,0.5
15,0116253,4.0
15,0107614,3.0
15,0107818,1.5
15,0107822,2.0
15,0107977,3.5
15,0108002,2.5
15,0108052,4.0
15,0108122,3.0
15,0108160,2.0
15,0108162,1.5
15,0083658,5.0
15,0108174,3.0
15,0108328,5.0
15,0107688,2.0
15,0108399,4.0
15,0108515,3.5
15,0114906,3.0
15,0111252,3.0
15,0099785,2.0
15,0099653,1.0
15,0103639,0.5
15,0103064,4.0
15,0099348,3.0
15,0096895,4.0
15,0102926,5.0
15,0029583,2.5
15,0100405,2.5
15,0116282,5.0
15,0082509,3.0
15,0117381,2.5
15,0115956,1.5
15,0117060,4.0
15,0116768,2.0
15,0114787,3.0
15,0062711,3.0
15,0058898,2.0
15,0117979,3.0
15,0118114,3.0
15,0115963,2.0
15,0117500,3.5
15,0117998,1.0
15,0112691,3.0
15,0115571,2.5
15,0057012,4.0
15,0117765,2.0
15,0117951,4.0
15,0116629,2.5
15,0115798,2.5
15,0116778,3.0
15,0116213,0.5
15,0117218,1.5
15,0116365,3.0
15,0116905,5.0
15,0117333,1.0
15,0118113,4.5
15,0117628,3.5
15,0117438,1.0
15,0115857,2.0
15,0115632,4.0
15,0068646,5.0
15,0115736,4.0
15,0045152,5.0
15,0052357,5.0
15,0047396,5.0
15,0053125,5.0
15,0053604,4.0
15,0053291,2.5
15,0056923,4.0
15,0034583,5.0
15,0033870,4.0
15,0058385,1.5
15,0046250,1.0
15,0032138,3.0
15,0031381,3.5
15,0043014,1.0
15,0033467,5.0
15,0062622,5.0
15,0042192,3.0
15,0038109,1.0
15,0038650,3.0
15,0115678,4.0
15,0106611,2.0
15,0059742,2.0
15,0095016,4.0
15,0117589,5.0
15,0116908,2.5
15,0117509,1.5
15,0117802,4.0
15,0067992,3.0
15,0095159,4.0
15,0061418,3.0
15,0092890,2.0
15,0105236,4.0
15,0103772,2.5
15,0101761,2.0
15,0104036,4.0
15,0104348,4.0
15,0083866,4.0
15,0099371,2.5
15,0092099,3.0
15,0117318,1.0
15,0096754,4.0
15,0091288,2.5
15,0071853,2.5
15,0118147,3.5
15,0108598,3.0
15,0103850,4.0
15,0097108,3.0
15,0101765,4.0
15,0050825,3.0
15,0099703,4.0
15,0116209,2.0
15,0098724,4.5
15,0096257,3.5
15,0073486,5.0
15,0080684,5.0
15,0093779,1.0
15,0082971,4.0
15,0088846,1.0
15,0090605,4.0
15,0060196,3.5
15,0050083,4.0
15,0056172,2.0
15,0066921,5.0
15,0056592,3.0
15,0078788,5.0
15,0064116,4.5
15,0086190,5.0
15,0093191,1.5
15,0041959,3.0
15,0099685,3.0
15,0078748,4.0
15,0106308,1.5
15,0089881,2.0
15,0097202,4.0
15,0054215,3.0
15,0080455,1.0
15,0071562,5.0
15,0093058,4.0
15,0104361,4.0
15,0086879,4.0
15,0081398,4.0
15,0075686,3.0
15,0086197,4.0
15,0082096,3.0
15,0070735,4.0
15,0067185,3.5
15,0088247,3.0
15,0100519,2.0
15,0079522,5.0
15,0097165,1.0
15,0061722,5.0
15,0052311,3.0
15,0100263,3.0
15,0050212,4.0
15,0056801,3.0
15,0071315,5.0
15,0040897,3.5
15,0081505,4.0
15,0092005,3.0
15,0022100,3.0
15,0057115,1.5
15,0077416,4.0
15,0082269,3.0
15,0107048,4.0
15,0105695,4.0
15,0056218,5.0
15,0088763,5.0
15,0066206,3.5
15,0061512,2.5
15,0101640,3.0
15,0032553,1.0
15,0044706,3.0
15,0038355,3.0
15,0052618,2.0
15,0088258,4.0
15,0085809,4.0
15,0094006,3.0
15,0097576,4.0
15,0083987,4.0
15,0089886,4.0
15,0097351,3.0
15,0073341,2.0
15,0064115,3.0
15,0098635,5.0
15,0103644,3.0
15,0056869,2.0
15,0051418,2.0
15,0103874,2.0
15,0103919,2.0
15,0117731,2.0
15,0117666,1.0
15,0117293,3.5
15,0099423,3.0
15,0103776,3.0
15,0077631,2.5
15,0105690,3.0
15,0073195,4.0
15,0116996,0.5
15,0116695,3.5
15,0093822,4.0
15,0105435,4.0
15,0115641,3.0
15,0117571,5.0
15,0118111,4.0
15,0116922,4.0
15,0119008,4.0
15,0119951,3.0
15,0120053,1.5
15,0115964,3.0
15,0116041,3.0
15,0119528,3.0
15,0119229,3.0
15,0116783,1.5
15,0118541,1.0
15,0120032,2.0
15,0118655,3.0
15,0119116,1.0
15,0119809,3.0
15,0119567,1.0
15,0117561,4.0
15,0118880,1.5
15,0120179,2.5
15,0118688,1.5
15,0119738,3.5
15,0119094,4.0
15,0119654,4.0
15,0118884,4.0
15,0118887,2.0
15,0118883,2.0
15,0118571,1.0
15,0099810,3.0
15,0119051,3.0
15,0119874,3.0
15,0119488,5.0
15,0119174,4.0
15,0119349,4.0
15,0118842,4.0
15,0119345,1.5
15,0118971,3.0
15,0119107,2.0
15,0119177,3.0
15,0083131,3.0
15,0118749,3.0
15,0120201,4.0
15,0120148,3.0
15,0120382,2.0
15,0120483,4.5
15,0118583,1.0
15,0118632,3.0
15,0119217,4.0
15,0120082,4.0
15,0120255,4.0
15,0120338,1.5
15,0120347,3.5
15,0119396,1.0
15,0118715,3.5
15,0119223,0.5
15,0120885,3.5
15,0118929,4.0
15,0120696,3.5
15,0120693,1.0
15,0119099,3.5
15,0120888,2.0
15,0120184,1.0
15,0119822,3.0
15,0120873,3.0
15,0120890,3.0
15,0120642,1.5
15,0119942,2.5
15,0124179,2.5
15,0124295,4.0
15,0120738,2.0
15,0120176,3.5
15,0120728,2.0
15,0120906,4.0
15,0120265,5.0
15,0119448,4.0
15,0120841,2.0
15,0120647,2.0
15,0120685,1.5
15,0118798,4.0
15,0119375,3.0
15,0127723,2.5
15,0139362,1.5
15,0122529,3.5
15,0120902,2.0
15,0120780,5.0
15,0120321,3.5
15,0120591,2.0
15,0138704,4.0
15,0129387,4.5
15,0047296,4.0
15,0061811,3.0
15,0064665,3.0
15,0067116,3.0
15,0075148,3.0
15,0079417,4.5
15,0081283,4.0
15,0095953,3.5
15,0097239,3.0
15,0067309,3.0
15,0088847,4.0
15,0084516,2.5
15,0070047,5.0
15,0093409,3.0
15,0087363,3.0
15,0089218,4.0
15,0120746,4.0
15,0017136,3.0
15,0096874,3.0
15,0099088,1.0
15,0034492,2.0
15,0047478,4.5
15,0094947,2.5
15,0119558,2.0
